<검색방법>
 종목코드 | A | B | C | D | E | F | G | H | I | 결과1 | 결과2 |
 code:002005 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002020 | O | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002025 | O | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002030 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002070 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002100 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002140 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002150 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002170 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002200 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002210 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002220 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002240 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002250 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002270 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002300 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002310 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002320 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002350 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002355 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002360 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:002380 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002390 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002410 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002420 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002450 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002460 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002550 | X | O | O | O | O | O | X | X | 5 | ........ | ........ |
 code:002600 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002620 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002630 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:002690 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002700 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:002710 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002720 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002760 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002780 | X | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:002785 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002787 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002790 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002795 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002810 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002820 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002840 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002870 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002880 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:002900 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002920 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002960 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002990 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002995 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003000 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003010 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003030 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003060 | O | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:003070 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003075 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003080 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003090 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003120 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003160 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003200 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003220 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003230 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:003240 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003280 | X | X | X | X | X | O | X | X | 5 | ........ | ........ |
 code:003300 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003350 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003410 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003415 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003419 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003460 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003465 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003470 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003475 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003480 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003490 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:003495 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003520 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:003530 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003535 | X | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:003540 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003545 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003547 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003550 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:003555 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003560 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:003570 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003580 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003610 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003620 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003650 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003680 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003690 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003720 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:003780 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003830 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003850 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003920 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003925 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003960 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004000 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004020 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:004060 | X | O | X | X | X | O | X | X | 5 | ........ | ........ |
 code:004080 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004090 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004100 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:004105 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004130 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004135 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:004140 | X | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:004150 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004170 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004200 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004250 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004255 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004270 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:004310 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004360 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004365 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:004370 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:004380 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004410 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004415 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004430 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004440 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004450 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004490 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004540 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004545 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004560 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004565 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004690 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004700 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004710 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004720 | X | X | O | O | O | O | X | X | 5 | ........ | ........ |
 code:004740 | X | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:004770 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:004800 | X | O | O | O | O | O | X | X | 5 | ........ | ........ |
 code:004830 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004835 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004840 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004870 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004890 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004910 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004920 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:004960 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004970 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004980 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004985 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004987 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004989 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004990 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005010 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005030 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005070 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005090 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005110 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005180 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005190 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005250 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005255 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005257 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005300 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005305 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005320 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005360 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005380 | X | X | O | O | O | O | X | X | 5 | ........ | ........ |
 code:005385 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005387 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005389 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005390 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:005420 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005430 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005440 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005450 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005490 | X | O | O | O | O | O | X | X | 5 | ........ | ........ |
 code:005500 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005610 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005620 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005680 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005690 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005720 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005725 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005740 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005745 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005750 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005800 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005810 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005820 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005830 | X | X | O | O | O | O | X | X | 5 | ........ | ........ |
 code:005850 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005870 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005880 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005930 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005935 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005940 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005945 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005950 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005960 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005965 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005980 | X | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:006040 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:006060 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006090 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006110 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006120 | O | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006125 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006200 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:006220 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006260 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006280 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006340 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:006345 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006360 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006370 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006380 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006390 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006400 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006405 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006490 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006570 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006650 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006660 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006740 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006800 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006805 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:006840 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006880 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006890 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006980 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007070 | X | O | O | O | O | O | X | X | 5 | ........ | ........ |
 code:007110 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:007120 | X | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:007160 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007190 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:007197 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007210 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007280 | X | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:007310 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007340 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007460 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007540 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007570 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007575 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007590 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007610 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007630 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007660 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007690 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007700 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:007810 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007815 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:00781K | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007860 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007980 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:008000 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:008040 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:008060 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:008110 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
